Comment_ID,Lemmatized_Review
516,12 year old sleepover rich friend house ate candy
517,incredible piece standout foreign cinema utterly compelling packed brilliant artistic choice symbolism masterpiece
518,spell bong joonho
519,masterfully created else could give except 5 star mickey 17 lot live
520,fascinating thing film watching think oh possibly good watch actually even better people say
521,cool academy get right
522,ill never get tired watching
523,parasite done ask film fuck glad
524,dont call si filthy bitch
525,thats peach
526,fantastic loved joonho nail one perfect mixture suspense terror comedy thing keeping giving 5 star much movie telegraphed still great ride
527,masterpiece parasite deserves praise award received really refreshing see truly deserving movie receive kind feedback
528,could understand saying
529,arguably cowriter director bong joonhos accomplished work filmmaker date parasite film life immense hype leading well mainly film twitter mutuals somehow manages surpass even shatter rewarding viewer uncomfortably hilarious unapologetically bleak powerfully acted satirical thriller thats wildly unpredictable staggeringly wellcrafted
530,id right next kijung smoking cigarette cause hell else
531,here announcement im proud announce tonight relaunch global film podcast featuring weekly roundtable letterboxd user critic variety indiewire among others cinephiles filmmaker discus everything new release award prediction check slate rest year scroll end youd like sign guest star future episode
532,dont much say havent already heard im gon na say dog bed call cinema
533,people stair
534,2019 year movie
535,know word masterpiece get thrown around lot day
536,know kind plan never fails plan plan know life planned
537,watched one friendfinished 5am immediately proceeded walk world trade center got back 8am
538,previous review
539,yes im watching movie late part didnt think could live hype pleasantly surprised top 20 sure
540,rich people naive resentment crease
541,citizen kane film
542,perfect movie exists called parasite
543,parasite two side cinematic coin first half rousing characterdriven social satire second expertly directed social thriller first viewing felt little distanced second half character peelbacks stopped reaction heightened situation second viewing knowing going bong joonho achieves hit harder two half have nots two genre two viewing make whole even rewarding even little perfect stand applaud whole elaborate plan go without hitch first sign trouble dad say plan dont work
544,fucking peak fuckkkkk bong joonho
545,well wasnt peachy
546,without doubt easiest 5 star rating ive ever given film exceeds expectation every possible level even second watch popular highest rated film letterboxd good reason appeal cinephile crowd filled allegory metaphor exploring questioning underlining fundamental system always place also appeal general audience one wildly entertaining movie ever excellent usage editing original premise fascinating enough keep interest entire film find juxtaposition opposite social class pretty spot time effective nonetheless say one negative thing film would bong portrays lower class kim family people capable getting living con life also dont fully disagree portrayal way lower class powerless hierarchy capitalist society really bong portrays family lazy anything unmotivated even complete simple task folding pizza box misportrayal entire social class quickly lost insanity turn film take second half
547,spoiler ahead
548,jesus fucking christ really didnt expect film get insane else expect bong joonho point goat
549,one perfect film decade maybe even 21st century dont even think flaw like broke heart kiwoo told kijung shes person family look like live rich house eliminated first dad saving mom medal floodommgg dasong also genius never focused painting morse code connecting four related smell kiwoo writes father letter plan he going earn money join university get career marriage buy house hell able walk stair even father warned plansi sure felt
550,watched band today jesus movie good incredibly disarming film start wildly funny pivot gruesomely fast fully hit gut wild twist ending even twelfth time watching movie parasite hit symbolism upstairs v downstairs wealth gap extreme privilege upper class south korea well depicted visuals script imagine movie worthy best picture title
551,know shit good every letter title also word masterpiece
552,never see one enough time saw family loved somehow get better every time see notice something new time one unique film ive ever seen
553,even eight watch peach montage give chill
554,academy gave movie award deserves respect
555,really great 2019 ranking 3132
556,didnt believe hype
557,personal fuckyou anyone completed best film 2010s list first half 2019 bong joonho really saved best last huh
558,fuck beyond mesmerizing
559,sick dog found ive got parasite else rewatch academy award best picture winner parasite let tell still bang really classic
560,wonder bong joonhos servant think film domestic staff milky lee billionaire heiress funded grandaddy made samsung im beginning think reason korean cinema taking west couldnt get away vile trash made servant would likely nonwhite immigrant medium class would pretend outraged film deranged cartoon villain cheat lie way wealthy family good grace leading manslaughter among many crime
561,miracle avoided spoiler best part 2 year managed go completely blind thank god picture
562,friend dont like foreign film flat screaming entire second half ill count win
563,space occupy artful one light warmth stream lower one shit water flow u wont get u comprehend metaphorical
564,ok id petty someone gave job tutoring crush wouldnt worry like fym
565,home thats average birthday party christensen house
566,last 10 minute film might best ive ever seen chill
567,remember trmp watched shit read subtitle
568,nice rich
569,fest hyperbole seems already level feel like cant honest response movie
570,bong socioeconomic themesalso present lee burning another tale class warfare well countless korean show film pitting have havenotscan feel like specifically korean cinematic interest credited south korea uniquely rapid economic boom largely happened military dictatorship president park chunghee aggressively prioritized economic growth civil liberty turned 50 year past halfcentury watched korea develop pretty rich nation bong said like germany firstworld nation europe richer country get relative gap rich poor becomes wider get polarization think korea
571,ive watching bunch silly shit recently soi decided watch oscar winning movie dont get sucked
572,letterboxd massivelymultiplayer online strategy game friend bunch really annoying people seek apply label one selection ten row database row associated object set roughly corresponds movie already kind hazy term confused letterboxd miniseries web animation promotional video really individual commercial time tv show
573,overcome oneinchtall barrier subtitle youll introduced many amazing film bong joonho
574,know kind plan never fails plan plan know life planned
575,saw first date true cinephile dont even know start compliment say far away best film year consists perhaps one best written climax ever put film bong joonho total command craft excellent watch
576,movie never fails amaze
577,even better second time thing bothered first time saw daughter look bed clich germandubbed version
578,see move sweeped oscar fucking brilliant edge seat type thriller loved every second
579,beautiful glass window alone win award
580,money iron
581,cant wait show movie friend family classmate mailman pizza delivery guy jessica illinois future child future grandchild friend know irl expect make watch movie point
582,dare say korean make original movie world achievement technical scriptwise bong joonho probably one best director working today show every movie make
583,smart entertaining everyones hyping im fucking floored
584,here inevitably crushed metaphorical rock
585,parasite chug along drift relationship situational comedy crime thriller trope film make parasite work well genre element drive many film along mere cinematic furnishing bong joon ho mini epic engaging many scene parasite committed much amusement genre filmmaking essay south korea class society feed one another
586,one best 2019 parasite even better upon rewatch
587,kims attach park parasite latch take advantage ignorance transformative nature store gripping first section runtime original premise creates room elaborate dark humour suspense bong joonho utilizes normal world family defines impeccably movie ever often fall back characteristic individual later crucial point time draw story towards unforeseen direction immaculate cinematography capture scenery two drastically contrasting household kim family gradually infests counterpart benefiting gullibility living standard start increase process parasite slowly acquiring taking away resource host figuratively presented grounded credible way realized pacing keep parasite brisk
588,many twist turn could barely keep
589,someone doesnt watch ton foreign movie hard push watch shit ton hype finally came around watching man movie insane best cinematography 2019 outstanding performance amazing cast
590,overrated movie ive seen long time run without attendant hype parasite wouldve offered nice surprise come baggage winning palm dori misspell purpose im poor hick rich bastard like people attend festivaland oscar nomination best picture 2020 expectation high
591,last decade plus joonho bong mastering craft quietly judiciously like chanwook park mainstream korean filmmaker whose film snuck american pop culture bong korean film gotten better voice grows clearer
592,know kind plan never fails plan plan know life planned
593,wow brilliant may write someday ive got newly developed trust issue trauma deal
594,im sure foreign language film ever best picture parasite would definitely deserve sure academy ball tho well least win best foreign language film
595,say film absolutely perfect
596,click read og review
597,guy ever think 2019 probably best year film century maybe even best ever ive thinking lot lately whatever reason
598,schedule return normal tomorrow say rip lee sunkyun moment apparent reason death awful matter innocent guilty charge great film sometime soon review another film
599,way overly harsh first time watched movie glad gave rewatch though still high film vast majority population still quite brilliant
600,dazzling brilliant display mastery acting tone editing cinematography dialogue ending tad long guernica aint perfect either movie tell tale panache intelligence make laugh gasp horror scene way im korean american conflicted heritage whole life fan movie cared academy award almost long jane fonda announced movie big enchilada oscar wept openly dude standing next oscar party attended kept peering see okay thanks reading
601,dad today made plan fundamental plan im going earn money lot university career marriage fine first ill earn money money ill buy house day move mom yard sunshine nice youll need walk stair take care long
602,didnt actually rewatch
603,mm metaphorical
604,feel bad able write long thought review really go seeing knowing little possible thing liked
605,move call name there new peach movie town
606,parasite twisted effortlessly tense absolutely thrilling masterpiece film filled phenomenal performance everyone involved easily career best great joonho bong could blown away film perfect title parasite incredibly accurate story going couldnt fitting would definitely recommend going completely blind guarantee guess story go time head thought oh gon na happen couldnt wrong every time halfway film almost switch genre completely somehow keeping consistent tone incredible point riveting cant recall time felt much anxiety film also surprisingly really funny lot subtle dark humor completely alley really quite emotional end film really emotionally invested film got tear prepared film really cant even begin explain insane production design cinematography score editing acting directing screenplay amazing film coming oscar
607,masterful every sense word entire film goddamn symphony whether meticulously crafted scene horror pulsating thrill excruciating brilliant youd expect korean cinema wellwritten social critique attitude bong joonho subtly push forefront film really cant knock
608,quite simply perfect every shot every word spoken every peach meant something switch film take absolutely genius first half excellent comedydrama second half becomes thriller elevates film overarching message surrounding class system prominent portrayed better film ive seen
609,gon na last log summer holiday going bong
610,newly released film receives critical acclaim even point ending letterboxds top 250 list currently 7 less easy enter caution assuming people get caught hype exaggerate
611,whats terrifying ghost scene sex scene
612,aspect except physical part kim family
613,like paraseeeeejt dont worry dane understand cherish review one day theyll tshirt
614,thank fuck put film mexican theater
615,holy fucking shit talk emotional rollercoaster audience amazing enhanced experience much laughter shock happiness sadness anger pity horror scene intensity inside theater almost unbearable mesmerizing film ive seen long time call cinema folk truly incredible stop thinking powerful scene single scene important another even climax entertaining rest entire film really great year movie
616,wow loss word right powerful portrayal income inequality theme anyone relate matter live
617,cant talk anyone problem problem financial everybody care doesnt mean help everybody mean help doesnt care first time life year practiced really talking problem jk talk problem time financial talk behavioral problem arisen dealing justifiably rage apathetic comfortable people apathetic comfortable people deserve peace taken away since wont give anything else
618,wouldve thought bong joon ho would peak high one best film outstanding
619,dont know surrealthe fact bonghive made totally gonzo marxist fable bend genre weird unpredictable way fact werner herzog sat front offered silhouette frame film like mst3000 episode parasite 2019 exactly title suggests youre never entirely sure who leech who host thats part brilliance perception constantly toyed one moment rooting bottom food chain another moment weirdly sympathizing occupy spacious top clear however dynamic upper lower class everevolving swinging back forth trading place system eats starves ever filling financial belly mean scandalous examination class rage way buuel way pit poverty affluence draw cockroachridden battle royale standoff could little lean less overstuffed rotten parable class inequity largely work home invasion genre deliver creepy thriller bite social commentary sting
620,short message actress park sodam movie recommended scifi wasabi
621,masterpiece thats
622,bong joonhos parasite fav foreign film
623,nut perfect film
624,first review
625,rich still nice
626,isnt eat rich movie eat rich movie
627,look pulse racing heart doesnt lie exam like slashing jungle lose momentum youre finished answer 24 dont care slashing exam dominating thats care need vigor
628,seen theater lil worried wouldnt good rewatch knowing bonkers stuff coming pike guess shes still got babey
629,parasite
630,happy easter fuck rich even better second time around still complete awe bong mind
631,poor family like thats peach
632,shes rich still nice
633,bong joonho support rich people right rich people right shut fuck
634,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh excellence pure excellence
635,watched cinema
636,metaphorical
637,one minute im laughing as next im panic attack
638,first wan na say memory murder still favorite joonho bong film doesnt make less masterpiece book definitely one best film yearwhat superb mix comedy tragedy happiness sadness joy sympathy
639,well im drinking koolaid one
640,show masterpiece mother
641,ive said ill say fucking parasite say hasnt said thousand time film blend comedy thriller genre nearly perfectly way honestly cant compare anything else set design performance direction help craft beautiful tale class separation desperation aided wonderfully layered script metaphor foreshadowing could easily overlook thousandth viewing hell dont think ive seen film obviously go classic ive still yet see one top
642,starting birthday perfect movie thats everyone celebrate thankful see 25 year wouldnt made long without movie life
643,17th birthday decided watch parasite third time here thought
644,bong joonhos best picture winning masterpiece completely unique absolutely masterfully directed great dark humor clever use theme classism bigotry absolutely great character building beautiful cinematography great dialouge clever editing start everything seems pretty normal go keep taking different place probably wont see coming better
645,best fucking picture indeed
646,winner 2019 academy award best original screenplay best director best international film best picture
647,parasite brilliant film compelling story excellently told full irony satire nuance dramatic tension parasite intriguing look class privilege evident kims never truly ascend dizzy luxuried height master park world many little wealth hand parasite
648,people stair parasite cleverly reinvents home invasion thriller con man lark bong joonho spends first hour lulling viewer sharp comedy social satire revealing movie subterranean depth hitchcockian flair im underselling film many delight may director make delicate balancing act humor terror seem effortless
649,dont eat rich suck blood first
650,hang
651,coda satisfying second time around understand ultimately kiwoos story son kim family
652,chaotic harmony
653,guess could say im kind expert foreign film
654,evil rich people oblivious even important reality life sometimes thats bad metaphorical message clear told distinctly
655,one best film ever made
656,4ever wishing could step foot house
657,21st birthday better way celebrate watch best film ever made
658,movie literal fucking definition absolute fucking tense
659,watching first half film could movie become perfect sound like
660,quote one least favorite film past year
661,yep still perfect
662,peachy
663,clear korean cinema ive pleasure watching real interest telling story revolve around social class tension lie collide parasite able find compelling unique pain urgency humor dynamic unlike anything ive seen
664,hard going movie new enough distributed outside home country yet win palme dor quickly rise 6th spot site top 250 list make especially interesting though korean movie known little quirky westerner ive watched korean cinema time feel little overhyped unfamiliar landscape biggest fear would happen parasite im thankful say play industry quirk transcends
665,would get freaky couch literally anyone could walk see
666,fuck parasite paradise
667,im fucking idiot realized mfkr movie called host different movie called parasite feel even dumber dont know mean bong connected somehow
668,top notch film every character sympathetic way concept strong doesnt overpower film allegory good ending slightly upsetting terribly funny beautiful top actually bother denouement thought dead art thread tie together haunting one
669,porn bot liking review else
670,one favorite theatrical experience ever main reason cause literally went movie idea seen film trailer go something like turn great across board leaf even bigger impression upon yousurprise one biggest reason watch cinema
671,one question witness
672,yall thought peach peaked call name
673,took mum see best oscar picture winner 2020
674,parasite received universal critical acclaim due bullshit capitalism metaphor one shut fuck however look past truly analyze film find outside solid pacing well written consistent character unique story manages smoothly merge comical fun first half much sinister thrilling second half little like foreign feature fact final half hour manages quite unexpected despite incredibly meticulous set also achievement deserving recognition adding numerous failure fact couldnt understand single fucking word character saying really question acedemy one 0 5 star
675,3rd watch saw theater originally still holding beautifully craftily constructed beautifully shot insightful sad funny strange pleasant watch better memory murder hell know
676,movie decade movie century movie entire life
677,black white edition
678,first saw blown away never seen anything like month past thought typical first viewing blue god disappointed time im glad rewatched
679,may loved much people obviously pretty fantastic bong joonho great show he somewhat league even signature genremashing style writingfilmmaking
680,rich people crease
681,somehow went movie blind knowing literally nothing plot anything besides
682,film first time saw yet could feel something different pressed play parasite time around something palpable like carried different weight postoscars rather prior award ceremony underdog surely wouldnt bust first foreign film ever win top prize occurred unfair view work art different light simply received recognition elevated even higher simply work acclaimed critically first picture korea ever receive nomination academy remarkable consider rich history cinema couldnt help think box office success parasite received specifically since oscar night many people seeking knowing swept major category original screenplay director picture lofty expectation created award season narrative sit theater expecting good great best good news film rise expectation audience film truly something everyone pleases surface level also much say regarding income inequality class warfare bong joonhos parasite picture second viewing cementing place firmly truly best picture 2019
683,watched grandparent got credit grampy saw bong joonhoo said bong joojoo thats funny name
684,im lying might greatest film ive ever seen like im finding hard time put word amazed movie everything well executed make reconsider almost every film ive given 5 star rating truly unique take social class structure storyline well written character family clearly defined unlikable without ever much cinematography gorgeous many shot stuck head amount scene impressed long went cut much count hand loved soundtrack great piano piece know hit emotional beat sinister undertone throughout theme story much present throughout leaving thinking quite bit much money change someone event leave impact people differently depending upbringing status ending left mouth hanging good 20 minute awe perfect film one want put right back rewatch already 55 perfection definitely felt like something changed highly recommend everyone see least know im late party honestly think itll see something calibur
685,still good still picking new stuff godtier onceinageneration filmmaking
686,park sodam read im free thursday night would like hang please respond hang thursday night im free
687,seeing imax screen felt like watching first time god bless bong joon ho contribution made film worthy
688,theatre ended woman started applaud screamed dont care good
689,reviewed cinema eclectica
690,part 16x4 director list
691,infinitely fun youre full theatre people zero idea going happen getting hear gasp oh no clap
692,bong joon ho black comedy thriller unemployed family find getting involved unexpected incident korean english subtitle
693,mean bong joonho movie alright social commentary formal precision hairpin genre turn cartoonish excess juxtaposed brutal violence work sense humor isnt 100 aligned mine although hit often miss especially script find groove entirely obvious overly selfaware metaphorical etc cant say many moment wasnt fun id rather watching people stair thats true movie wont hold bong company none flick much sticking power dont think one certainly convinces eventually see perfectly eye eye memory murder guess parasite certainly blast last
694,got ticket woman register like 3 ticket paradise know right
695,turn biggest parasite capitalism
696,director bong best movie saw last night cant stop thinking definitely watching second time feel like lot movie around world last decade circling similar theme story parasite drop mic
697,viewing film like less know better
698,opinion movie dont judge hear
699,quite cruel sad thought real honest audience know know know kid isnt going able buy house felt frankness right film even though sad bong joonho
700,mean say masterpiece bong magnum opus gold standard genrebending perfect gateway korean cinema perfectly directed wellwritten goddamn funny also surprisingly terrifying social thriller least expect rule man
701,today birthday decided watch popular english movie like kinda ok guess good spiderman 3
702,really good premise worry little bit someone tell need go film blind often brilliance film lie premise surely thats bad thing principle viewer conflate stellar premise stellar film needed good seriesofevents describe friend develop hive around twitter id read literature im english major dont film lot premise description cleverness story set worry film discussion spoiling film dumb bird opinion film might worth spoiling cool good idea film write fuckin novel compose conceptual art rock record spokenword interlude cared premise id one guy asking whats point anything leftfield fight club bad premise probably wont ruin film good premise absolutely
703,hype deserved opinion parasite bong joonhos greatest film far one best movie year less know bigger impact wont tell much story tell parasite moving entertaining thoughtprovoking tale class difference family morality survival full twist turn tonal shift mix many genre make feel every emotion imaginable basically mixture park chanwook mystery thriller hirokazu koreeda family drama bong joonhos trademark humor social commentary
704,imagine waking middle night seeing stranger eating living room
705,really enjoyed parasite first came felt something missing due expectation story would go thankfully rewatch appreciate movie less great fucking movie
706,writing critical theory final paper movie
707,absolutely brilliant amazing finally revisit film since seeing first time cinema long enough forgot event transpire also got revel excellence remember everything operating high level finely tuned standouts include stunning direction cinematography production design script funnier remembered performance well damn great casting perfection think cho yeojeong park mother favourite shes hilarious exploration theme also done well instance rainfall later seen blessing wealthy park family kims trudging chest high sewer water losing little show work next day insane modern masterpiece bong joonho respect
708,last movie 2022 going big bang captivating start finish straight chef kiss trying rank shitty character true task lol
709,turn real parasite friend made along way
710,film watched 2020 film 400
711,movie rich v poor inequality capitalism people body soul sure say hasnt already said much better others one best film last decade brilliant
712,fucking way movie live hype right mindset going absolutely blown away hard even describe movie fucking good simply put mesmerizing could think movie character entire time wondering hell coming next rewatch make sure im crazy
713,there lot feel like ramble regard bong joonho achieves parasite already seen film total six time point feel like id repeating whatever people already said better
714,know fuss
715,would kinder
716,old school illinois state university getting namedropped movie rather unanticipated
717,word masterpiece get thrown around often day forgot like see real one
718,highest recommendation see movie know anything make incredibly hard review actually bong joonhos instinct class struggle crisis point incredibly sharp nothing theme aesthetic step front storytelling grifter family plot scam way wealthadjacency brick brick house get assembled thrillingly shockingly horribly get leveled funny pointed exhilarating daring crosspollination shoplifter meet gosford park meet u easily one best year
719,still best film year isnt often get film manages hilarious tense tender heartbreaking disturbing exciting satisfying bittersweet time tone balanced perfection third rewatch around decemberjanuary shortish analysis see something better come along
720,think reason taken long watch parasite fear specifically fear film revered beloved nearly everyone would end disappointing expectation become high end product wouldnt satisfying finally said enough enough sat watched whole thing finally seeing certainly worth hype dont think ive seen film dedicated vision deliver experience unlike nearly every element film combine make near perfect experience meant denounce societal construct class capitalism
721,remember 2020 good best picture
722,dont know chance movie win best picture much would really want tonight may well watch dont see ever getting tired movie
723,film watched 2020 ranked 2019 film ranked bong joonho ranked 5 star film
724,yesterday attended roundtable discussion okay chairsinastraightline discussion director five film nominated best foreign picture golden globe namely pedro almodvar pain glory bong joon ho parasite ladj ly le misrables cline sciamma portrait lady fire lulu wang farewell made interesting inspiring afternoon
725,phenomenal film brilliantly combine dark comedy thriller social critique direction superb cast delivers strong performance film masterfully explores theme class difference inequality gripping story hold attention start finish intelligent emotional visually impressive film rightfully earns accolade leaf lasting impression
726,film completely subjective objectively best movie ever made
727,know kind plan never fails plan know make plan life never work way
728,good movie bit overrated opinion first half 1010 second half got bit boring opinion however still solid watch good plot twist acting
729,okay honey tentll fine u
730,parasite film induces every emotion imaginable damn funny movie coming realize feel though unlocked new level appreciation movie comedy finally clicked everyone find different aspect parasite comedic found striking comedy within mannerism mother rich park family bong joonho didnt decide make character overly gullible reactive plot convenience show hilariously helpless rich people without working class help keep afloat parasite metaphor black white people say multiple layer one mentioned utilizes visual metaphor back
731,know im like half year late bong hive wya
732,telling part film come end culturally appropriated chaos ensues man look towards capitalism optimism belief capitalism escape capitalism hopeful naivety see much system hold individual society large
733,im away home work schedule might get bit weird meaning ill probably spend lot time hotel room binging movie bigger city usual also get access theater showing id normally go way pleased get chance revisit theater show extra support thoroughly fantastic film easily one best year
734,parasite significant improvement two recent film use peach plot device blow call name water
735,damn brilliant went film knowing much plot im glad made much enjoyable surprising thrilling
736,although bong joonho made formidable picture razorsharp treatise social class difference south korea shock entertains equal measure
737,movie amazing honestly worth one scene old housekeeper husband slowly coming opening floor crazy great acting execution even slower watch good
738,parasite amazingly unique creative film cleverly crafted displaying thought provoking theme class conflict social inequality right opening presented wonderful visuals top notch lighting colour grading displayed throughout entire film
739,smell em
740,probably best movie year edge seat whole movie acting natural trailer didnt reveal anything im grateful another korean masterpiece reminds little oldboy shame watch online arent showing cinema
741,already thought parasite perfect rewatch somehow got better letterboxd add 6th star
742,film completely different thought would knew would good high rating award got yeah overrated still good film movie definitely lot symbolism different item theme symbolising different thing really respected liked idea film final scene shocking ending little confusing understood liked
743,know im five year late film fucking banana didnt really much idea considering popularity could never predicted story ended going
744,everything movie brilliant
745,recently watched parasite truly fantastic movie korean movie thats mix drama thriller rich poor family showing different life director bong joonho known talking class difference film parasite really well making u laugh feel suspense also showing tough life working class south korea way story told directed speed movie look screen come together perfectly every scene make feel something deep movie message important especially rich escape problem going private island poor losing home job parasite proved even movie small budget win big award make people world appreciate nonenglish movie get used reading subtitle think bong joonho made even better movie parasite remembered best work long time people talk study year come
746,game difference cross structure never knew flooding texture unto one sadness rage joy aggression never subtle mashing controller button brings awareness absurdity world saw pizza place manager looked like someone knew singer never wanted one local detective whose face didnt fit role film reviewer seemed old young rich didnt feel need think others man thought content current life idealizing realizing cynical fate life shamble everyone affected game changed
747,holy peach masterpiece im lost word
748,finally sat parent got watch parasite oh god da drinking half bottle ro fully mesmerised whole time spent giving thought analysis opinion like one participant director commentary hahaha honestly never seen two people passionate film life bong joonhos effect right
749,oh become parasite
750,bong joonho comedic genius feel like dont give enough credit
751,waiting college friend grandpa lend wealth stone start get rich quick scheme
752,first review letterboxdcomthommy1801filmparasite2019
753,watching second time made even better showed incredible movie actually
754,parasite great everyone saying would preferred little bunuel little less tarantino
755,holy fuck
756,many already said gon na broken record parasite bong joonho magnum opus best film date insanely unpredictable oftentimes hilarious david ehrlich two movie combination palette manner hirokazu koreedas dogtooth
757,stay broke lil bit longer ill turn one
758,holy shit movie crazy best way possible pure art
759,huge win small house enthusiast like reality big house fan want spread word
760,oh lordagain fucking gain nothing new nothing changed old shit old fucking shit
761,dont think there anything left said hasnt said already parasite terrific movie became immediate cult hit extent never quite seen underrated aspect film opinion editing fact may consider strongest element film cuz really drive narrative forward honestly shouldve best editing oscar peach montage one favorite montage film
762,havent watched year half forgot funny really genre shift comedy anything else genuinely great one water thrown drunk pisser slowmo saying grace bountiful wifi literally reciting script complete bullshit spew bos saying bottom corner painting schizophrenic areaits god damn funny
763,ate ramen mr park eating make u girlfriend
764,movie changed life im even kidding
765,feel inspired parasite want move home people eat food use stuff etc please dont forget small important detail rich people
766,finally got see bought yesterday sat watch sister word describe feeling got watching parasite something art movement ideology dont know powerful intricate bong joonho really violated whole state think went every emotion possible whilst process viewing film start comedy go drama horror scared domestic thriller like regular thriller heartwrenching tearbringing cathartic display empowerment importance family parasite seriously pack punch think everything needed said said cast perfect snubbed might add story twisty turny second watch probably couldnt tell happens next film simultaneously horrifying electrifying everything right everything wrong time implication film meansit could analysed century truly best picture 2019 got right
767,dont even know start review
768,something everybody matter something done flawlessly
769,know something think might masterpiece
770,rich id nice
771,know kind plan never fails plan plan know life planned
772,incredible unbearable suspense masterful every sense possible bong joonho great director one best modern cinema honest movie always top last minute movie really thrilling best movie 2019 far doubt
773,incredibly engaging dark comedy also verge thriller genre great twist turn whose smart commentary social class issue thus social status materialism make entertaining clever suspenseful even moving film
774,would kinder chungsook
775,much need said explain ranking think oscar speak
776,ever since first watched parasite every subsequent rewatch story manages relocate every nook cranny brain spent day awake thinking ending film experience way back 2020 recontextualized understanding cinema could
777,know kind plan never fails plan plan know life planned
778,bong joonho movie ranked boxditohed8
779,stopped caring happened family moment mother pushed dog
780,havent seen movie yet please dont see trailer dont read anything let bong joon ho amaze
781,film announced advance screening member one favorite arthouse theatre free less pretty much cleared schedule immediately drive two hour heinous construction rushhour traffic knew would worth wasnt wrong
782,kitaek rich people naive resentment crease
783,amazing layered well written little confused first watch im glad decided watch 46 review rating prof amazing date something noticed movie us line metaphor crossing line character layered incredibly well line use stair might represent high low class society higher climb higher class leaf lowest part low class stuff like layered metaphor many scene see miss film
784,dont know havent seen hoooly shit expectation extremely high going disappointed one bit everything amazing
785,brilliantly written
786,nice fun game
787,latest prank bong joonhos succeeded intellectually another chunk skilfully spin topic previously addressed example snowpiercer sometimes even turn upside shake varies stimulates thought incredible cinema experience always move elegant time document value anyone love moving image shy away complex topic demanding thesis collage well subtitle get spin sheer joy brilliant along line hopefully break art house sound barrier could least hit something mainstream even something common joker hit nerve
788,mean disappoint mean say didnt disappoint offensive statement film absolutely outstanding instant masterpiece instant classic
789,im glad movie best picturebong joon ho great film director need get chance watch foreign language movie farewell overall amazing
790,thats perioddddddddd
791,ron say one lot live mean highest rated film 2019 letterboxd year review highest rated film site alltime currently topping godfather first time saw alltime stats page honestly shocked taking timeless classic like godfather spot site like pretty damn impressive considering overwhelming praise everywhere look award racking strong word mouth naturally expected disappointed well folk im far disappointed word might well exist ive seen bong joonhos film friend masterpiece close perfect every aspect filmmaking loved story went knowing plot detail recommend anyone yet see film rare 5 star treat
792,parasite latest film renowned director bong joon ho master class directing cinematography acting writing definitely one best movie year film start dark comedy class take crazy unexpected turn offer clever damning commentary social inequity widening wealth gap loved surreal flourish woven story also mustsee movie one best year
793,sob slow clapping giving standing ovation room thats cinema
794,south korean auteur bong joonho continues indefinable force nature modern world cinema film elegantly constructed social parable passed exciting genre picturesbut palme dor winning parasite defies categorisation except perhaps unrivaled genius field
795,took like five different turn direction expecting okay
796,power intelligence clearance impact access influence profile international implication
797,2019 veritable shocker cinema thus far mind wondered much fevered adulation surrounding bong joonhos film reaction dearth quality first six month year turn little
798,2nd time watching theater masterpiece
799,ive itching rewatch since seeing release korea interestingly opinion almost exact despite able understand tenth dialogue first viewing time around humor hit whole lot could imagine actually able understand tension bit harder everything stepped notch except ending final sequence main thing keeping 10 giant bound ahead rest bong filmography small feat film year
800,literally care nothing else
801,10 brilliant social commentary class system south korea parasite refreshing exciting genrebender proving bong joonho one talented filmmaker
802,first rewatch year im report every single minute still pure gold
803,insane perfect film
804,bong joon ho give everything movie laugh suspense disgust empathy shock hope message woven film subtle hardly flaw film film talk audience present character stereotypical rich poor movie make think deep long think runtime 132 min hardly noticeable fast faced storytelling crisp screenplay bong joon ho hand one best director time deserves accolade garnering masterpiece
805,parasite masterful film tackling wealth class society make message easy understand without direct dont know manages balance line never cross story carefully crafted pace perfect score cinematography perfectly complimentary reinforce meaning whole film character constantly selling exactly need upper class family fighting lower class make top constant struggle power whenever get slightest taste change become like rich forget root ending perfectly executed redeeming mean happy ending think anything wrong film
806,watched dad time still love loved worried since know going happen wouldnt enjoy much loved even one film cant really talk none thing say going original everything movie pure perfection well crafted executed great movie watch
807,sensory feast happy oscar sunday
808,give hell serotonin dont even know great feeling fella
809,dang really good
810,know everyone love love movie there reason saw friend hadnt seen think thats best way see add whole new level watching someone else go film make realize great film inching closer closer number 2 slot think already surpassed rocketman gotten top 3 last year guy really good
811,celebratory watch post award show season still hit different
812,director bong struggling hold oscar metaphorical
813,second half everambitious 80 saw string comedy get released featuring protagonist hunger improve life somehow grossly misrepresented rest world girl became boy nerd turned cool kid mail clerk passed executive whitey went black inevitably kicked back film time wild occasionally outrageous also little predictable always knew situation would invariably end going south hero long run dishonesty would come back bite as bong joonhos parasitewhich follows impoverished south korean family desperation fake variety personal detail order finally land job working rich familymay considerably smarter stylish something say film also trademark problem
814,based cover without watching trailer thought would horror film pleasantly surprised wasnt though weird film sure like
815,live society
816,finally sat watched disappointed yes good
817,would kinder
818,idea going thing ive ever seen online romdon looked yummy went crazy yall havnt seen highly recommend
819,felt like trying bw version fine yeah werent wrong 2019
